ABORT_TXN_WW,CEID,AUTO_ABORT
201908,SRKnc,15
201908,SRNtm,3
201908,SSTcg,3
201908,SSTeg,5
201908,SSTrg,13
201908,SSTsg,69
201908,SSTwa,28
201908,SSTwh,3
201908,STGcu,6
201908,STOsc,20
201908,STOsd,7
201908,STOsi,44
201908,STOsj,1
201908,STVdi,75
201908,TADrf,37
201908,TADro,5
201908,TAOco,13
201908,TAOcs,34
201908,TAOcv,2
201908,TAOcx,50
201908,TAQhy,2
201908,TBCbc,94
201908,TBEbc,181
201908,TBTct,3
201908,TBTcv,1
201908,TFKcu,43
201908,TFKnc,151
201908,TFRnc,26
201908,TGRcb,21
201908,TGRch,8
201908,TGRcj,6
201908,TGRcm,1
201908,TGRcu,21
201908,TGRcx,3
201908,TGRnb,3
201908,TGRnx,8
201908,TGRwb,6
201908,TGRwe,46
201908,TGRwp,20
201908,TGRwx,2
201908,TIFyy,1
201908,TIMim,12
201908,TMCcf,1
201908,TMCcv,34
201908,TOHdx,5
201908,TSPcv,13
201908,TVOcb,3
201908,TVOcu,27
201908,TVOhm,1
201908,TVOon,19
201908,UDCce,18
201908,UDCcu,111
201908,UDCdx,29
201908,UDLdm,547
201908,UDLdx,6
201908,UDNtm,5
201908,UFRds,18
201908,VDTcf,5
201908,VFAdi,57
201908,VFBbt,5
201908,VFCca,80
201908,VFGtw,2
201908,VFMcm,5
201908,VFNdi,15
201908,VFOcm,14
201908,VFOdi,178
201908,VFPdi,6
201908,VFRcw,2
201908,VIBcu,1
201908,VIBdm,7
201908,VIMhc,26
201908,WCFcu,16
201908,WDPid,8
201908,WDPpn,8
201908,WGTcx,3
201908,WPCst,20
201908,WRCcr,6
201908,WROrg,3
201908,WRScu,4
201908,WRSos,27
201908,WRSrg,12
201908,WRTrg,47
201908,XCLcl,40
201908,XCLcu,56
201908,XCTnc,8
201908,XDKnm,16
201908,XDKob,5
201908,XDKtb,7
201908,XIMii,8
201908,XMEdm,5
201908,XMTcu,2
201908,XTAdi,41
201908,Z-EXCLUDE,1
201908,ZBUli,1
201908,ZDBcu,8
201908,ZDFnc,6
201908,ZMOce,1
201909,ALEcu,4
201909,AMEcv,4
201909,ANTde,20
201909,ANTrv,10
201909,AVDcu,1
201909,AVDdi,16
201909,AVDiw,5
201909,AVXdb,58
201909,AYTli,4
201909,BCLcu,42
201909,BCLnc,13
201909,BECcu,4
201909,BETms,1
201909,BETnc,5
201909,BNDcv,25
201909,BPDdm,23
201909,BPDdx,6
201909,BPKdu,18
201909,BPQdx,16
201909,CARch,27
201909,CARco,3
201909,CARcu,1
201909,CATcs,15
201909,CATcv,1
201909,CATws,2
201909,CBFaa,14
201909,CDKcu,32
201909,CDKli,42
201909,CDMcn,6
201909,CDOck,34
201909,CDOco,13
201909,CDOcu,7
201909,CDOnc,6
201909,CDTco,23
201909,CDTlb,12
201909,CDTlo,3
201909,CDTnc,31
201909,CDTsc,6
201909,CDTsp,51
201909,CFScf,2
201909,CSBca,46
201909,CSBcd,38
201909,CSBcp,19
201909,CSBcz,10
201909,CSPcd,10
201909,CTIcu,26
201909,CTIcw,45
201909,CVDcc,83
201909,CVDco,42
201909,CVDcs,29
201909,CVDgc,23
201909,CVDnl,15
201909,CVDnn,13
201909,CVDph,17
201909,CVDxi,50
201909,DEAnc,13
201909,DEAnf,12
201909,DEAnr,9
201909,DEAns,21
201909,DFWci,96
201909,DFWni,52
201909,DMTcu,64
201909,DORcu,54
201909,DORdm,179
201909,DRTcb,4
201909,DRTcu,18
201909,DRTnb,6
201909,DRTnc,32
201909,DVDco,14
201909,DVDcr,19
201909,DVDnl,21
201909,DVDnn,16
201909,DVDxi,3
201909,DWXaa,5
201909,EDTdc,4
201909,EDTde,2
201909,EDTdt,6
201909,EDTfg,2
201909,EDTfm,2
201909,EDTns,11
201909,EPNcr,39
201909,EPNct,117
201909,EPNhx,36
201909,EPNti,14
201909,ESTwa,16
201909,ESTwc,8
201909,ETTef,2
201909,EVAbe,6
201909,FDAca,36
201909,FDAda,19
201909,FDBcu,3
201909,FDBdm,1
201909,FDBdt,15
201909,FDBdx,14
201909,FDHcu,4
201909,FDHdm,21
201909,FDKcu,20
201909,FLOnc,12
201909,FLOng,23
201909,FLOnu,3
201909,FOXcu,174
201909,FOXdi,114
201909,GNTbb,7
201909,GRXde,2
201909,GSTbs,21
201909,GSTwa,58
201909,GTAbe,24
201909,GTAcv,34
201909,GTOcb,12
201909,GTOcl,3
201909,GTOcu,46
201909,GTOtl,2
201909,GTOtm,8
201909,GTOtr,3
201909,GTOvn,3
201909,GTOvs,1
201909,GTOvt,5
201909,GTTts,2
201909,GTTvg,12
201909,GTTvj,3
201909,GTTvm,5
201909,GTTvs,24
201909,GTXde,43
201909,HDRdi,8
201909,HFRds,1
201909,HINcl,21
201909,HINcu,19
201909,HINde,42
201909,HINdl,25
201909,HMEcb,15
201909,HMEcm,14
201909,HMEct,41
201909,HMEcu,5
201909,HMEcx,10
201909,HRBcs,7
201909,HRBcu,1
201909,HTAdi,17
201909,HTPsa,19
201909,ICEcp,1
201909,ICEct,1
201909,ICEfn,40
201909,ICEmp,7
201909,ICEmt,19
201909,ICEne,90
201909,ICEpy,17
201909,JGRwe,64
201909,JGRwx,102
201909,KCDnc,1
201909,KSTwa,14
201909,LATne,72
201909,LKLcu,42
201909,LSAcp,129
201909,LSAcs,98
201909,LSAcu,76
201909,LSAin,39
201909,LSAnc,96
201909,LSAnp,90
201909,LSAws,23
201909,LSBcp,89
201909,LSBnc,75
201909,LSBnp,263
201909,LVFdi,1
201909,MIKab,11
201909,MIKcb,1
201909,MIKcw,1
201909,MIRlb,6
201909,MTKcu,7
201909,NCDnc,6
201909,NMTnc,311
201909,NSTcp,11
201909,NSTpn,25
201909,NSTwa,59
201909,NSTwn,60
201909,NSTwp,39
201909,ODEcv,7
201909,OMAsc,13
201909,OMBcs,23
201909,OMBct,2
201909,OMBcu,25
201909,OMBli,56
201909,OMBns,34
201909,OMDli,4
201909,OMDns,32
201909,OMEcs,9
201909,OMEcu,8
201909,OMEli,37
201909,OMEns,4
201909,OMGnt,8
201909,OMGnw,10
201909,ONTxx,52
201909,ORLct,19
201909,ORLcw,17
201909,ORLcx,1
201909,ORLdt,75
201909,ORLdx,9
201909,OVZcu,6
201909,OVZdm,2
201909,OXScb,11
201909,OXSch,31
201909,OXScl,59
201909,OXScn,29
201909,OXScv,1
201909,OXTcr,2
201909,OXTon,38
201909,OXTrk,9
201909,PALcu,21
201909,PALnc,22
201909,PATbe,12
201909,PATne,11
201909,PATrt,19
201909,PATxt,15
201909,PBDct,13
201909,PCDcp,15
201909,PHXen,1
201909,PIAim,23
201909,PLBab,7
201909,PLBcv,9
201909,PLBhv,1
201909,PLBng,1
201909,PLByz,3
201909,PLEcg,7
201909,PLEng,22
201909,PLHcn,10
201909,PLHcx,18
201909,PLIec,12
201909,PLIgl,4
201909,PLIhm,28
201909,PLIht,16
201909,PLImd,12
201909,PLIop,52
201909,PLIos,7
201909,PLIpg,100
201909,PLIps,29
201909,PLIsw,8
201909,PLItl,19
201909,PLIvg,30
201909,PLIyz,6
201909,PLMbd,3
201909,PLMce,2
201909,PLMct,8
201909,PLMcv,15
201909,PLMcz,23
201909,PLMgl,4
201909,PLMhp,2
201909,PLMmh,11
201909,PLMnv,9
201909,PLMnx,56
201909,PLMny,49
201909,PLMps,12
201909,PLMtl,8
201909,PLMwd,2
201909,PMMba,17
201909,PMMca,2
201909,PMMha,16
201909,PMMsa,18
201909,PREet,6
201909,PRTcb,4
201909,PRTcu,32
201909,PRTnb,12
201909,PRTnc,19
201909,PRTnd,25
201909,QEKdm,7
201909,QNTcu,18
201909,QSAct,1
201909,QSAdt,14
201909,QSBdt,1
201909,RCLcr,54
201909,RCLcu,17
201909,RCLde,82
201909,RCLrg,11
201909,RDLcd,2
201909,RDLcy,4
201909,REKmk,11
201909,REXbe,4
201909,REXbl,13
201909,REXcd,28
201909,REXcl,47
201909,REXcu,40
201909,REXde,129
201909,REXdl,17
201909,REXml,9
201909,REXtl,15
201909,REXxl,31
201909,REXxx,62
201909,RIAli,6
201909,RIObg,9
201909,RIOcx,9
201909,RIOht,18
201909,RIOnc,10
201909,RIOnt,72
201909,RIOtn,20
201909,RMTaa,23
201909,ROXoo,23
201909,RVIox,5
201909,RVIrt,3
201909,RVIst,25
201909,RVNsp,10
201909,SARli,20
201909,SASli,256
201909,SATaa,20
201909,SATdi,2
201909,SATnn,19
201909,SATpp,26
201909,SATtt,61
201909,SAUli,37
201909,SAVli,4
201909,SAXcu,3
201909,SAXli,74
201909,SAYli,19
201909,SBHcu,8
201909,SCCli,19
201909,SCDli,2
201909,SEAcv,11
201909,SENdi,39
201909,SKIdi,49
201909,SNEcu,2
201909,SNEli,55
201909,SNQli,22
201909,SNUli,61
201909,SNVli,29
201909,SNYli,45
201909,SNYlr,27
201909,SPAdi,40
201909,SPBdi,68
201909,SPKnc,17
201909,SPNdf,37
201909,SPQdi,105
201909,SPQrs,2
201909,SPUcn,2
201909,SPUtf,37
201909,SPUtn,17
201909,SPUtr,16
201909,SPUtw,3
201909,SRCdm,138
201909,SRCnc,12
201909,SRHcu,1
201909,SRHdm,1
201909,SRKcu,47
201909,SRKcx,70
201909,SRKdm,26
201909,SRKnc,11
201909,SRNdt,4
201909,SRNtm,2
201909,SSTcg,10
201909,SSTcu,1
201909,SSTeg,10
201909,SSTrg,5
201909,SSTsg,38
201909,SSTwa,64
201909,SSTwh,3
201909,STOsc,13
201909,STOsd,26
201909,STOsi,40
201909,STOsj,4
201909,STVdi,37
201909,TADrf,35
201909,TADro,3
201909,TAOco,12
201909,TAOcs,28
201909,TAOcv,2
201909,TAOcx,44
201909,TAOnc,1
201909,TAQhy,2
201909,TBCbc,135
201909,TBEbc,218
201909,TBTct,3
201909,TBTcv,9
201909,TFKcu,49
201909,TFKnc,147
201909,TFRcu,4
201909,TFRnc,40
201909,TGRcb,47
201909,TGRch,18
201909,TGRcj,1
201909,TGRcu,12
201909,TGRcx,9
201909,TGRcy,1
201909,TGRnb,1
201909,TGRwb,2
201909,TGRwe,54
201909,TGRwp,23
201909,TGRwx,3
201909,TIFyy,2
201909,TIMim,12
201909,TMCcf,2
201909,TMCcv,23
201909,TOHdx,5
201909,TSPcv,3
201909,TVOcb,15
201909,TVOcu,9
201909,TVOon,29
201909,UDCce,27
201909,UDCcu,167
201909,UDCdx,20
201909,UDLdm,589
201909,UDLdx,18
201909,UDNtm,8
201909,UFRds,43
201909,VFAdi,40
201909,VFBbt,3
201909,VFCca,103
201909,VFGtw,20
201909,VFNdi,27
201909,VFOcm,14
201909,VFOdi,111
201909,VFPdi,8
201909,VFRcw,15
201909,VIBdm,5
201909,VIMhc,26
201909,WCFcu,6
201909,WDPid,9
201909,WDPpn,16
201909,WPCst,34
201909,WRCcr,10
201909,WROrg,56
201909,WRScg,3
201909,WRScu,12
201909,WRSos,17
201909,WRSrg,46
201909,WRTrg,11
201909,WRXrg,4
201909,XCLcl,45
201909,XCLcr,1
201909,XCLcu,106
201909,XCTas,1
201909,XCTnc,3
201909,XDKnm,28
201909,XDKtb,5
201909,XIMii,10
201909,XMEdm,3
201909,XMTcu,10
201909,XTAdi,58
201909,Z-EXCLUDE,1
201909,ZABcu,2
201909,ZDBcu,2
201909,ZDFnc,5
201910,ALEcu,10
201910,AMEcv,5
201910,ANTct,1
201910,ANTde,25
201910,ANTrv,6
201910,AVDcu,1
201910,AVDdi,7
201910,AVDiw,1
201910,AVXdb,63
201910,AYTli,7
201910,BCLcu,46
201910,BCLnc,12
201910,BECcu,4
201910,BETcu,2
201910,BETnc,2
201910,BNDcv,18
201910,BPDdm,37
201910,BPDdx,20
201910,BPKdu,10
201910,BPQdx,21
201910,CARch,15
201910,CARcu,2
201910,CATcs,11
201910,CATcv,5
201910,CATws,4
201910,CBFaa,29
201910,CDKcu,13
201910,CDKli,67
201910,CDMcn,10
201910,CDOck,28
201910,CDOco,24
201910,CDOcu,20
201910,CDTco,13
201910,CDTlb,7
201910,CDTlo,4
201910,CDTnc,70
201910,CDTsc,23
201910,CDTsp,40
201910,CFScf,3
201910,CFScw,1
201910,CSBca,49
201910,CSBcd,82
201910,CSBcp,35
201910,CSBcz,19
201910,CTIcu,19
201910,CTIcw,23
201910,CVDcc,62
201910,CVDco,76
201910,CVDcs,34
201910,CVDgc,28
201910,CVDnl,11
201910,CVDnn,24
201910,CVDph,15
201910,CVDxi,34
201910,DEAnc,31
201910,DEAnf,10
201910,DEAnr,1
201910,DEAns,29
201910,DFWci,89
201910,DFWni,42
201910,DMTcu,46
201910,DMTnc,7
201910,DORcu,46
201910,DORdm,195
201910,DRTcb,6
201910,DRTcu,9
201910,DRTnb,9
201910,DRTnc,7
201910,DVDco,27
201910,DVDcr,24
201910,DVDnl,11
201910,DVDnn,10
201910,DVDxi,1
201910,DWXaa,18
201910,EDTdc,2
201910,EDTdg,1
201910,EDTdt,5
201910,EDTfg,2
201910,EDTns,3
201910,EPNcr,62
201910,EPNct,188
201910,EPNhx,41
201910,EPNti,18
201910,ESTsz,4
201910,ESTwa,23
201910,ESTwc,14
201910,EVAbe,6
201910,FDAca,10
201910,FDAda,15
201910,FDBcu,2
201910,FDBdm,4
201910,FDBdt,15
201910,FDBdx,28
201910,FDHdm,35
201910,FDKcu,28
201910,FLOnc,5
201910,FLOng,20
201910,FLOnu,12
201910,FOXcu,105
201910,FOXdi,105
201910,GNTbb,2
201910,GRXde,2
201910,GSTbs,5
201910,GSTwa,44
201910,GTAbe,49
201910,GTAcv,43
201910,GTOcb,10
201910,GTOcl,2
201910,GTOcu,35
201910,GTOtl,2
201910,GTOtm,6
201910,GTOtr,13
201910,GTOts,1
201910,GTOvg,1
201910,GTOvt,2
201910,GTRcm,1
201910,GTThm,2
201910,GTTts,2
201910,GTTvg,3
201910,GTTvj,4
201910,GTTvm,8
201910,GTTvs,18
201910,GTXde,31
201910,HDRcu,1
201910,HDRdi,5
201910,HINcl,22
201910,HINcu,9
201910,HINde,24
201910,HINdl,24
201910,HMEcm,23
201910,HMEct,108
201910,HMEcx,13
201910,HRBcs,4
201910,HRBcu,6
201910,HTAdi,5
201910,HTPsa,42
201910,ICEcp,1
201910,ICEct,2
201910,ICEfn,26
201910,ICEmp,4
201910,ICEmt,10
201910,ICEne,76
201910,ICEpy,29
201910,ICEtn,17
201910,JGRwe,51
201910,JGRwx,16
201910,KCDnc,4
201910,KSTwa,10
201910,LATne,54
201910,LKLcu,22
201910,LSAcp,103
201910,LSAcs,87
201910,LSAcu,73
201910,LSAin,59
201910,LSAnc,84
201910,LSAnp,100
201910,LSAws,54
201910,LSBcp,72
201910,LSBnc,37
201910,LSBnp,172
201910,LVFdi,3
201910,MIKab,9
201910,MIKcb,2
201910,MIKnw,1
201910,MIRlb,1
201910,MTKcu,8
201910,NCDnc,7
201910,NDEcv,10
201910,NMTnc,285
201910,NSTcp,14
201910,NSTpn,25
201910,NSTwa,54
201910,NSTwn,43
201910,NSTwp,15
201910,ODEcv,4
201910,OMAcu,3
201910,OMAsc,2
201910,OMBcs,21
201910,OMBct,2
201910,OMBcu,19
201910,OMBli,59
201910,OMBns,25
201910,OMDli,10
201910,OMDns,24
201910,OMEcs,14
201910,OMEcu,7
201910,OMEli,21
201910,OMEns,4
201910,OMGnt,4
201910,OMGnw,7
201910,ONTxx,53
201910,ORLct,18
201910,ORLcw,7
201910,ORLcx,4
201910,ORLdt,91
201910,ORLdx,5
201910,OVZcu,5
201910,OVZdm,4
201910,OXScb,16
201910,OXSch,48
201910,OXScl,53
201910,OXScn,42
201910,OXScv,5
201910,OXTcr,2
201910,OXTcz,2
201910,OXTon,41
201910,OXTrk,19
201910,PALcu,32
201910,PALnc,11
201910,PATbe,23
201910,PATne,9
201910,PATrt,20
201910,PATxt,15
201910,PCDcp,26
201910,PHXen,1
201910,PIAim,24
201910,PLBab,9
201910,PLBcv,13
201910,PLBhv,6
201910,PLBng,2
201910,PLByz,3
201910,PLEcg,5
201910,PLEng,18
201910,PLHcn,13
201910,PLHcx,18
201910,PLHnc,4
201910,PLIec,5
201910,PLIgl,4
201910,PLIhm,39
201910,PLIht,7
201910,PLImd,15
201910,PLIop,61
201910,PLIos,13
201910,PLIpg,71
201910,PLIps,40
201910,PLIsw,7
201910,PLItl,15
201910,PLIvg,28
201910,PLIyz,11
201910,PLMbd,8
201910,PLMce,6
201910,PLMct,13
201910,PLMcv,25
201910,PLMcz,21
201910,PLMgl,5
201910,PLMhp,2
201910,PLMmh,2
201910,PLMnv,7
201910,PLMnx,48
201910,PLMny,79
201910,PLMps,9
201910,PLMtl,4
201910,PLMwd,2
201910,PMMba,21
201910,PMMca,2
201910,PMMha,10
201910,PMMsa,16
201910,PREet,2
201910,PRTcb,6
201910,PRTcu,31
201910,PRTnb,9
201910,PRTnc,18
201910,PRTnd,12
201910,QEKdm,7
201910,QNTcu,6
201910,QSAct,3
201910,QSAdt,5
201910,QSBdt,1
201910,RCLcr,53
201910,RCLcu,21
201910,RCLde,84
201910,RCLrg,6
201910,RDLcd,5
201910,RDLcy,5
201910,REXbe,7
201910,REXbl,9
201910,REXcd,32
201910,REXcl,15
201910,REXcu,54
201910,REXde,98
201910,REXdl,23
201910,REXml,4
201910,REXtl,10
201910,REXxl,15
201910,REXxx,48
201910,RIAli,4
201910,RIObg,16
201910,RIOcx,12
201910,RIOht,9
201910,RIOnc,23
201910,RIOnt,49
201910,RIOtn,7
201910,RMTaa,71
201910,ROXoo,20
201910,RVIox,2
201910,RVIst,28
201910,RVNsp,4
201910,SARli,41
201910,SASli,290
201910,SATaa,17
201910,SATdi,1
201910,SATnn,21
201910,SATpp,5
201910,SATtt,29
201910,SAUli,61
201910,SAVli,7
201910,SAXcu,4
201910,SAXli,41
201910,SAYli,12
201910,SBHcu,6
201910,SCCli,33
201910,SCDli,8
201910,SEAcv,20
201910,SENdi,111
201910,SKIdi,48
201910,SMTcu,1
201910,SNEcu,1
201910,SNElg,10
201910,SNEli,23
201910,SNQli,38
201910,SNUli,64
201910,SNVli,59
201910,SNYli,41
201910,SNYlr,24
201910,SPAdi,34
201910,SPBdi,50
201910,SPKnc,12
201910,SPNdf,94
201910,SPQdi,62
201910,SPQrs,10
201910,SPUcn,6
201910,SPUtf,15
201910,SPUtn,21
201910,SPUtr,3
201910,SPUtw,11
201910,SRCdm,138
201910,SRCnc,8
201910,SRHcu,1
201910,SRHdm,7
201910,SRKcu,42
201910,SRKcx,64
201910,SRKdm,57
201910,SRKnc,15
201910,SRNdt,1
201910,SSTcg,7
201910,SSTeg,11
201910,SSTrg,19
201910,SSTsg,40
201910,SSTwa,34
201910,SSTwh,2
201910,STOsc,18
201910,STOsd,5
201910,STOsi,62
201910,STVdi,48
201910,TADrf,19
201910,TADro,1
201910,TAOco,12
201910,TAOcs,31
201910,TAOcv,23
201910,TAOcx,50
201910,TAQhy,3
201910,TBCbc,125
201910,TBEbc,157
201910,TBTct,6
201910,TBTcv,2
201910,TFKcu,40
201910,TFKnc,172
201910,TFRnc,9
201910,TGRcb,39
201910,TGRch,11
201910,TGRcj,3
201910,TGRcm,3
201910,TGRcu,24
201910,TGRcx,42
201910,TGRnx,10
201910,TGRwb,4
201910,TGRwe,62
201910,TGRwp,14
201910,TGRwx,3
201910,TIFyy,7
201910,TIMim,10
201910,TMCcv,30
201910,TOHdx,6
201910,TSPcv,10
201910,TVOcb,22
201910,TVOcu,25
201910,TVOhm,2
201910,TVOon,38
201910,UDCce,27
201910,UDCcu,148
201910,UDCdx,10
201910,UDLdm,594
201910,UDLdx,13
201910,UDNtm,7
201910,UFRds,38
201910,UVSnc,1
201910,VFAdi,29
201910,VFBbt,1
201910,VFCca,134
201910,VFGtw,1
201910,VFMcm,38
201910,VFNdi,42
201910,VFOcm,19
201910,VFOdi,38
201910,VFPdi,5
201910,VFRcw,14
201910,VIMhc,47
201910,WCFcu,12
201910,WDPcn,2
201910,WDPid,12
201910,WDPpn,25
201910,WGTcx,7
201910,WPCst,20
201910,WRCcr,27
201910,WROrg,14
201910,WRScg,8
201910,WRScu,10
201910,WRSos,21
201910,WRSrg,31
201910,WRTrg,6
201910,WRXrg,5
201910,XCLcl,19
201910,XCLcr,3
201910,XCLcu,56
201910,XCTnc,4
201910,XDKnm,47
201910,XDKob,4
201910,XDKtb,16
201910,XIMii,4
201910,XMEdm,9
201910,XMTcu,10
201910,XTAdi,40
201910,Z-EXCLUDE,1
201910,ZABcu,2
201910,ZDBcu,4
201910,ZDFnc,2
201911,ALEcu,12
201911,ALFdi,1
201911,AMEcv,3
201911,ANTde,23
201911,ANTrv,11
201911,AVDcu,1
201911,AVDdi,38
201911,AVDiw,3
201911,AVXdb,73
201911,AYEli,1
201911,AYTli,7
201911,BCLcu,49
201911,BCLnc,18
201911,BETcu,4
201911,BETnc,10
201911,BNDcv,12
201911,BPDdm,46
201911,BPDdx,20
201911,BPKdu,25
201911,BPQdx,20
201911,CARch,21
201911,CARcu,9
201911,CATcs,12
201911,CATws,2
201911,CBFaa,34
201911,CDKcu,26
201911,CDKli,46
201911,CDMcn,6
201911,CDOck,39
201911,CDOco,16
201911,CDOcu,14
201911,CDOnc,11
201911,CDTco,6
201911,CDTlb,13
201911,CDTlo,16
201911,CDTnc,53
201911,CDTsc,3
201911,CDTsp,66
201911,CFScf,4
201911,CSBca,39
201911,CSBcd,74
201911,CSBcp,14
201911,CSBcz,3
201911,CTIcu,13
201911,CTIcw,38
201911,CVDcc,41
201911,CVDco,33
201911,CVDcs,35
201911,CVDgc,18
201911,CVDnl,7
201911,CVDnn,19
201911,CVDph,21
201911,CVDxi,40
201911,DEAnc,12
201911,DEAnf,6
201911,DEAnr,9
201911,DEAns,25
201911,DFWci,68
201911,DFWni,180
201911,DMTcu,47
201911,DMTnc,2
201911,DORcu,57
201911,DORdm,160
201911,DRTcb,16
201911,DRTcu,11
201911,DRTnb,22
201911,DRTnc,16
201911,DVDco,7
201911,DVDcr,13
201911,DVDnl,15
201911,DVDnn,12
201911,DVDxi,3
201911,EDTdc,5
201911,EDTdt,3
201911,EDTfg,1
201911,EDTns,7
201911,EPNcr,33
201911,EPNct,124
201911,EPNhx,39
201911,EPNti,21
201911,ESTsz,3
201911,ESTwa,14
201911,ESTwc,11
201911,EVAbe,4
201911,EVAnc,1
201911,FDAca,59
201911,FDAda,39
201911,FDBcu,6
201911,FDBdm,7
201911,FDBdt,23
201911,FDBdx,5
201911,FDHcu,4
201911,FDHdm,11
201911,FDKcu,11
201911,FLOnc,9
201911,FLOng,14
201911,FLOnu,5
201911,FOXcu,186
201911,FOXdi,141
201911,GNTbb,6
201911,GRXde,1
201911,GSTbs,1
201911,GSTwa,32
201911,GTAbe,28
201911,GTAcv,40
201911,GTOcb,25
201911,GTOcl,4
201911,GTOcu,65
201911,GTOtl,3
201911,GTOtm,6
201911,GTOtr,3
201911,GTOts,1
201911,GTOvg,2
201911,GTOvn,2
201911,GTOvt,5
201911,GTThm,2
201911,GTTts,7
201911,GTTvg,5
201911,GTTvj,1
201911,GTTvm,10
201911,GTTvs,17
201911,GTXde,42
201911,HFRds,2
201911,HINcl,11
201911,HINcu,11
201911,HINde,22
201911,HINdl,19
201911,HMEcb,1
201911,HMEcm,10
201911,HMEct,115
201911,HMEcu,1
201911,HMEcx,5
201911,HRBcs,12
201911,HRBcu,1
201911,HTAdi,15
201911,HTPsa,34
201911,ICEcp,1
201911,ICEct,2
201911,ICEfn,24
201911,ICEmp,2
201911,ICEmt,28
201911,ICEne,54
201911,ICEpy,18
201911,JGRwe,79
201911,JGRwx,43
201911,KCDnc,2
201911,KSTwa,10
201911,LATne,58
201911,LKLcu,20
201911,LSAcp,151
201911,LSAcs,185
201911,LSAcu,65
201911,LSAin,112
201911,LSAnc,64
201911,LSAnp,142
201911,LSAws,32
201911,LSBcp,111
201911,LSBnc,44
201911,LSBnp,252
201911,MBDcv,4
201911,MIKab,19
201911,MIKcb,2
201911,MIRlb,3
201911,MTKcu,1
201911,NCDnc,4
201911,NDEcv,5
201911,NMTnc,224
201911,NSTcp,21
201911,NSTpn,27
201911,NSTwa,62
201911,NSTwn,37
201911,NSTwp,51
201911,ODEcv,5
201911,OMAcu,1
201911,OMAsc,1
201911,OMBcs,31
201911,OMBct,5
201911,OMBcu,30
201911,OMBli,73
201911,OMBns,32
201911,OMDli,8
201911,OMDns,7
201911,OMEcs,3
201911,OMEcu,6
201911,OMEli,9
201911,OMEns,7
201911,OMGnt,5
201911,OMGnw,2
201911,ONTxx,29
201911,ORLct,13
201911,ORLcw,5
201911,ORLcx,3
201911,ORLdt,56
201911,ORLdx,11
201911,OVZcu,6
201911,OVZdm,10
201911,OXScb,16
201911,OXSch,17
201911,OXScl,52
201911,OXScn,40
201911,OXScv,3
201911,OXTcr,5
201911,OXTcz,1
201911,OXTon,25
201911,OXTrk,4
201911,PALnc,2
201911,PATbe,32
201911,PATne,19
201911,PATrt,15
201911,PATxt,18
201911,PBDct,4
201911,PCDcp,30
201911,PHXen,2
201911,PIAim,19
201911,PLBab,2
201911,PLBcv,31
201911,PLBhv,6
201911,PLBng,9
201911,PLEcg,4
201911,PLEng,16
201911,PLHcn,16
201911,PLHcx,14
201911,PLHnc,3
201911,PLIec,10
201911,PLIgl,4
201911,PLIhm,25
201911,PLIht,5
201911,PLImd,22
201911,PLIop,58
201911,PLIos,7
201911,PLIpg,67
201911,PLIps,74
201911,PLIsw,8
201911,PLItl,22
201911,PLIvg,8
201911,PLIyz,16
201911,PLMbd,20
201911,PLMbm,2
201911,PLMce,3
201911,PLMct,3
201911,PLMcv,23
201911,PLMcz,12
201911,PLMgl,9
201911,PLMhp,2
201911,PLMmh,9
201911,PLMnv,2
201911,PLMnx,50
201911,PLMny,49
201911,PLMps,5
201911,PLMtl,7
201911,PLMwd,2
201911,PMMba,42
201911,PMMca,7
201911,PMMha,9
201911,PMMsa,38
201911,PREet,22
201911,PRTcb,9
201911,PRTcu,25
201911,PRTnb,9
201911,PRTnc,13
201911,PRTnd,15
201911,QEKdm,7
201911,QNTcu,3
201911,QSAct,4
201911,QSAdt,5
201911,RCLcr,32
201911,RCLcu,27
201911,RCLde,49
201911,RCLrg,10
201911,RDLcd,1
201911,RDLcx,3
201911,RDLcy,16
201911,REKmk,3
201911,REXbe,5
201911,REXbl,12
201911,REXcd,27
201911,REXcl,33
201911,REXcu,32
201911,REXde,91
201911,REXdl,24
201911,REXml,6
201911,REXtl,23
201911,REXxl,37
201911,REXxx,46
201911,RIAli,10
201911,RIObg,5
201911,RIOcx,14
201911,RIOht,12
201911,RIOnc,14
201911,RIOnt,42
201911,RIOtn,17
201911,RMTaa,39
201911,ROXoo,17
201911,RVIox,4
201911,RVIrt,3
201911,RVIst,22
201911,RVNsp,17
201911,SARli,23
201911,SASli,244
201911,SATaa,9
201911,SATdi,6
201911,SATnn,27
201911,SATpp,26
201911,SATtt,11
201911,SAUli,53
201911,SAVli,7
201911,SAXcu,5
201911,SAXli,23
201911,SAYli,40
201911,SBHcu,18
201911,SCCli,14
201911,SCDli,8
201911,SEAcv,9
201911,SENdi,60
201911,SKIdi,10
201911,SMTcu,6
201911,SNElg,17
201911,SNEli,20
201911,SNQli,10
201911,SNUli,37
201911,SNVli,21
201911,SNYli,39
201911,SNYlr,20
201911,SPAdi,43
201911,SPBdi,38
201911,SPKnc,16
201911,SPNdf,101
201911,SPQdi,37
201911,SPQrs,11
201911,SPUcn,5
201911,SPUtf,20
201911,SPUtn,18
201911,SPUtr,10
201911,SPUtw,12
201911,SRCdm,208
201911,SRCnc,11
201911,SRHcu,2
201911,SRHdm,6
201911,SRKcu,42
201911,SRKcx,62
201911,SRKdm,35
201911,SRKnc,16
201911,SRNtm,2
